n7_c13_ord4_5.txt 2026-09-03T04:22:54Z n=7: точек 5, компланарных четвёрок 0  — свидетель ЧИСТ | n=7 m=5 min κ³=0 НЕ МАКСИМАЛЬНА: допустимых клеток 184 заменяемых 5/5 оживающих клеток 424
n7_c14_ord4_13.txt 2026-09-03T04:22:54Z n=7: точек 13, компланарных четвёрок 0  — свидетель ЧИСТ | n=7 m=13 min κ³=0 НЕ МАКСИМАЛЬНА: допустимых клеток 4 заменяемых 13/13 оживающих клеток 80
n7_c15_ord4_2.txt 2026-09-03T04:22:54Z ОТКАЗ: свидетель ПУСТОЙ или слишком мал (2 точек) — проверять нечего, это НЕ подтверждение | n=7 m=2 min κ³=0 НЕ МАКСИМАЛЬНА: допустимых клеток 341 заменяемых 0/2 оживающих клеток 0
n7_c16_ord6_2.txt 2026-09-03T04:22:54Z ОТКАЗ: свидетель ПУСТОЙ или слишком мал (2 точек) — проверять нечего, это НЕ подтверждение | n=7 m=2 min κ³=0 НЕ МАКСИМАЛЬНА: допустимых клеток 341 заменяемых 0/2 оживающих клеток 0
n7_c17_ord6_15.txt 2026-09-03T04:22:55Z n=7: точек 15, компланарных четвёрок 0  — свидетель ЧИСТ | n=7 m=15 min κ³=3 ЖЁСТКО заменяемых 0/15 оживающих клеток 0
n7_c18_ord6_5.txt 2026-09-03T04:22:55Z n=7: точек 5, компланарных четвёрок 0  — свидетель ЧИСТ | n=7 m=5 min κ³=0 НЕ МАКСИМАЛЬНА: допустимых клеток 120 заменяемых 5/5 оживающих клеток 598
n7_c19_ord8_2.txt 2026-09-03T04:22:55Z ОТКАЗ: свидетель ПУСТОЙ или слишком мал (2 точек) — проверять нечего, это НЕ подтверждение | n=7 m=2 min κ³=0 НЕ МАКСИМАЛЬНА: допустимых клеток 341 заменяемых 0/2 оживающих клеток 0
n7_c20_ord8_2.txt 2026-09-03T04:22:55Z ОТКАЗ: свидетель ПУСТОЙ или слишком мал (2 точек) — проверять нечего, это НЕ подтверждение | n=7 m=2 min κ³=0 НЕ МАКСИМАЛЬНА: допустимых клеток 341 заменяемых 0/2 оживающих клеток 0
n7_c21_ord8_2.txt 2026-09-03T04:22:55Z ОТКАЗ: свидетель ПУСТОЙ или слишком мал (2 точек) — проверять нечего, это НЕ подтверждение | n=7 m=2 min κ³=0 НЕ МАКСИМАЛЬНА: допустимых клеток 341 заменяемых 0/2 оживающих клеток 0
n7_c22_ord8_5.txt 2026-09-03T04:22:55Z n=7: точек 5, компланарных четвёрок 0  — свидетель ЧИСТ | n=7 m=5 min κ³=0 НЕ МАКСИМАЛЬНА: допустимых клеток 96 заменяемых 5/5 оживающих клеток 608
n7_c23_ord8_2.txt 2026-09-03T04:22:56Z ОТКАЗ: свидетель ПУСТОЙ или слишком мал (2 точек) — проверять нечего, это НЕ подтверждение | n=7 m=2 min κ³=0 НЕ МАКСИМАЛЬНА: допустимых клеток 341 заменяемых 0/2 оживающих клеток 0
n7_c24_ord8_5.txt 2026-09-03T04:22:56Z n=7: точек 5, компланарных четвёрок 0  — свидетель ЧИСТ | n=7 m=5 min κ³=0 НЕ МАКСИМАЛЬНА: допустимых клеток 128 заменяемых 5/5 оживающих клеток 552
n7_c25_ord8_2.txt 2026-09-03T04:22:56Z ОТКАЗ: свидетель ПУСТОЙ или слишком мал (2 точек) — проверять нечего, это НЕ подтверждение | n=7 m=2 min κ³=0 НЕ МАКСИМАЛЬНА: допустимых клеток 341 заменяемых 0/2 оживающих клеток 0
n7_c26_ord12_2.txt 2026-09-03T04:22:56Z ОТКАЗ: свидетель ПУСТОЙ или слишком мал (2 точек) — проверять нечего, это НЕ подтверждение | n=7 m=2 min κ³=0 НЕ МАКСИМАЛЬНА: допустимых клеток 341 заменяемых 0/2 оживающих клеток 0
n7_c27_ord12_12.txt 2026-09-03T04:22:56Z n=7: точек 12, компланарных четвёрок 0  — свидетель ЧИСТ | n=7 m=12 min κ³=0 НЕ МАКСИМАЛЬНА: допустимых клеток 56 заменяемых 12/12 оживающих клеток 252
n7_c28_ord16_2.txt 2026-09-03T04:22:56Z ОТКАЗ: свидетель ПУСТОЙ или слишком мал (2 точек) — проверять нечего, это НЕ подтверждение | n=7 m=2 min κ³=0 НЕ МАКСИМАЛЬНА: допустимых клеток 341 заменяемых 0/2 оживающих клеток 0
n7_c29_ord24_1.txt 2026-09-03T04:22:56Z ОТКАЗ: свидетель ПУСТОЙ или слишком мал (1 точек) — проверять нечего, это НЕ подтверждение | n=7 m=1 min κ³=0 НЕ МАКСИМАЛЬНА: допустимых клеток 342 заменяемых 0/1 оживающих клеток 0
n7_c30_ord24_1.txt 2026-09-03T04:22:56Z ОТКАЗ: свидетель ПУСТОЙ или слишком мал (1 точек) — проверять нечего, это НЕ подтверждение | n=7 m=1 min κ³=0 НЕ МАКСИМАЛЬНА: допустимых клеток 342 заменяемых 0/1 оживающих клеток 0
n7_c31_ord24_5.txt 2026-09-03T04:22:56Z n=7: точек 5, компланарных четвёрок 0  — свидетель ЧИСТ | n=7 m=5 min κ³=0 НЕ МАКСИМАЛЬНА: допустимых клеток 72 заменяемых 5/5 оживающих клеток 688
n7_c32_ord48_1.txt 2026-09-03T04:22:57Z ОТКАЗ: свидетель ПУСТОЙ или слишком мал (1 точек) — проверять нечего, это НЕ подтверждение | n=7 m=1 min κ³=0 НЕ МАКСИМАЛЬНА: допустимых клеток 342 заменяемых 0/1 оживающих клеток 0
n8_c00_ord1_19.txt 2026-09-03T04:22:58Z n=8: точек 19, компланарных четвёрок 0  — свидетель ЧИСТ | n=8 m=19 min κ³=2 ЖЁСТКО заменяемых 0/19 оживающих клеток 0
n8_c01_ord2_2.txt 2026-09-03T04:22:58Z ОТКАЗ: свидетель ПУСТОЙ или слишком мал (2 точек) — проверять нечего, это НЕ подтверждение | n=8 m=2 min κ³=0 НЕ МАКСИМАЛЬНА: допустимых клеток 510 заменяемых 0/2 оживающих клеток 0
n8_c02_ord2_16.txt 2026-09-03T04:22:59Z n=8: точек 16, компланарных четвёрок 0  — свидетель ЧИСТ | n=8 m=16 min κ³=1 НЕЖЁСТКО заменяемых 10/16 оживающих клеток 22
n8_c03_ord2_20.txt 2026-09-03T04:23:01Z n=8: точек 20, компланарных четвёрок 0  — свидетель ЧИСТ | n=8 m=20 min κ³=4 ЖЁСТКО заменяемых 0/20 оживающих клеток 0
n8_c04_ord2_5.txt 2026-09-03T04:23:01Z n=8: точек 5, компланарных четвёрок 0  — свидетель ЧИСТ | n=8 m=5 min κ³=0 НЕ МАКСИМАЛЬНА: допустимых клеток 396 заменяемых 5/5 оживающих клеток 323
n8_c05_ord2_2.txt 2026-09-03T04:23:01Z ОТКАЗ: свидетель ПУСТОЙ или слишком мал (2 точек) — проверять нечего, это НЕ подтверждение | n=8 m=2 min κ³=0 НЕ МАКСИМАЛЬНА: допустимых клеток 510 заменяемых 0/2 оживающих клеток 0
n8_c06_ord3_20.txt 2026-09-03T04:23:03Z n=8: точек 20, компланарных четвёрок 0  — свидетель ЧИСТ | n=8 m=20 min κ³=6 ЖЁСТКО заменяемых 0/20 оживающих клеток 0
n8_c08_ord4_2.txt 2026-09-03T04:23:03Z ОТКАЗ: свидетель ПУСТОЙ или слишком мал (2 точек) — проверять нечего, это НЕ подтверждение | n=8 m=2 min κ³=0 НЕ МАКСИМАЛЬНА: допустимых клеток 510 заменяемых 0/2 оживающих клеток 0
n8_c09_ord4_16.txt 2026-09-03T04:23:04Z n=8: точек 16, компланарных четвёрок 0  — свидетель ЧИСТ | n=8 m=16 min κ³=1 НЕЖЁСТКО заменяемых 16/16 оживающих клеток 68
n8_c10_ord4_16.txt 2026-09-03T04:23:05Z n=8: точек 16, компланарных четвёрок 0  — свидетель ЧИСТ | n=8 m=16 min κ³=1 НЕЖЁСТКО заменяемых 16/16 оживающих клеток 144
n8_c11_ord4_4.txt 2026-09-03T04:23:05Z n=8: точек 4, компланарных четвёрок 0  — свидетель ЧИСТ | n=8 m=4 min κ³=0 НЕ МАКСИМАЛЬНА: допустимых клеток 488 заменяемых 4/4 оживающих клеток 48
n8_c12_ord4_2.txt 2026-09-03T04:23:05Z ОТКАЗ: свидетель ПУСТОЙ или слишком мал (2 точек) — проверять нечего, это НЕ подтверждение | n=8 m=2 min κ³=0 НЕ МАКСИМАЛЬНА: допустимых клеток 510 заменяемых 0/2 оживающих клеток 0
n8_c14_ord4_16.txt 2026-09-03T04:23:06Z n=8: точек 16, компланарных четвёрок 0  — свидетель ЧИСТ | n=8 m=16 min κ³=1 НЕЖЁСТКО заменяемых 16/16 оживающих клеток 40
n8_c16_ord6_2.txt 2026-09-03T04:23:06Z ОТКАЗ: свидетель ПУСТОЙ или слишком мал (2 точек) — проверять нечего, это НЕ подтверждение | n=8 m=2 min κ³=0 НЕ МАКСИМАЛЬНА: допустимых клеток 510 заменяемых 0/2 оживающих клеток 0
n8_c17_ord6_18.txt 2026-09-03T04:23:08Z n=8: точек 18, компланарных четвёрок 0  — свидетель ЧИСТ | n=8 m=18 min κ³=3 ЖЁСТКО заменяемых 0/18 оживающих клеток 0
n8_c18_ord6_5.txt 2026-09-03T04:23:08Z n=8: точек 5, компланарных четвёрок 0  — свидетель ЧИСТ | n=8 m=5 min κ³=0 НЕ МАКСИМАЛЬНА: допустимых клеток 282 заменяемых 5/5 оживающих клеток 630
n8_c22_ord8_4.txt 2026-09-03T04:23:08Z n=8: точек 4, компланарных четвёрок 0  — свидетель ЧИСТ | n=8 m=4 min κ³=0 НЕ МАКСИМАЛЬНА: допустимых клеток 412 заменяемых 4/4 оживающих клеток 252
